@key	@role	persName	fichier
du_croisy		Le Sieur du Croisy	merveilles17_i_pie-ballard2
louis_bejart		Le Sieur Bejart	merveilles17_i_pie-ballard2
la_thorilliere		Le Sieur de La Thorilliere	merveilles17_i_pie-ballard2
molière		Le Sieur de Moliere	merveilles17_i_pie-ballard2
marin_prevost		Le Sieur Preuost	merveilles17_i_pie-ballard2
louisxiv anne_d_autriche marie_therese	spectateur	Leurs Majestez	merveilles17_i_pie-ballard2
anne_d_autriche	destinataire	Reyne Mere du Roy	merveilles17_i_pie-ballard2
anne_d_autriche		Reyne	merveilles17_i_pie-ballard2
anne_d_autriche		Reyne	merveilles17_i_pie-ballard2
therese_du_parc		Madlle. du Parc	merveilles17_i_pie-ballard2
mlle_de_brie		Madlle. de Brie	merveilles17_i_pie-ballard2
armande_bejart		Madlle. Moliere	merveilles17_i_pie-ballard2
manceau		Mançeau	merveilles17_i_pie-ballard2
vagnard		Vagnard	merveilles17_i_pie-ballard2
pesan		Pesan	merveilles17_i_pie-ballard2
joubert		Ioubert	merveilles17_i_pie-ballard2
des_airs_fils1 des_airs_fils2		deux petits Des-Airs	merveilles17_i_pie-ballard2
vagnard_fils		petit Vagnard	merveilles17_i_pie-ballard2
tutin_fils		petit Tutin	merveilles17_i_pie-ballard2
d_heureux		d’Heureux	merveilles17_i_pie-ballard2
beauchamp		Beauchamp	merveilles17_i_pie-ballard2
molier		Molier	merveilles17_i_pie-ballard2
la_marre		La Marre	merveilles17_i_pie-ballard2
le_chantre		Le Chantre	merveilles17_i_pie-ballard2
de_gan		de Gan	merveilles17_i_pie-ballard2
du_pron		Du Pron	merveilles17_i_pie-ballard2
mercier		Mercier	merveilles17_i_pie-ballard2
de_souville		de Souuille	merveilles17_i_pie-ballard2
raynal		Raynal	merveilles17_i_pie-ballard2
des_airs_l_aine		Des-Airs l’aisné	merveilles17_i_pie-ballard2
des_airs_le_second		Des-Airs le second	merveilles17_i_pie-ballard2
de_lorge		De Lorge	merveilles17_i_pie-ballard2
balthasard		Balthasard	merveilles17_i_pie-ballard2
chicanneau		Chicanneau	merveilles17_i_pie-ballard2
noblet		Noblet	merveilles17_i_pie-ballard2
arnald		Arnald	merveilles17_i_pie-ballard2
desbrosses		Desbrosses	merveilles17_i_pie-ballard2
desonnets		Desonets	merveilles17_i_pie-ballard2
la_pierre		la Pierre	merveilles17_i_pie-ballard2
saint_andre		S. André	merveilles17_i_pie-ballard2
magny		Magny	merveilles17_i_pie-ballard2
tutin		Tutin	merveilles17_i_pie-ballard2
la_brodiere		La Brodiere	merveilles17_i_pie-ballard2
pesan		Pesan	merveilles17_i_pie-ballard2
bureau		Bureau	merveilles17_i_pie-ballard2
therese_du_parc		Madlle. du Parc	merveilles17_i_pie-ballard2
durfort_de_lorge		De Lorge	merveilles17_i_pie-ballard2
beauchamp		M. Beauchamp	merveilles17_i_pie-ballard2
d_heureux		d’Heureux	merveilles17_i_pie-ballard2
raynal		Raynal	merveilles17_i_pie-ballard2
du_pron		Du Pron	merveilles17_i_pie-ballard2
desbrosses		Desbrosses	merveilles17_i_pie-ballard2
la_marre		La Marre	merveilles17_i_pie-ballard2
le_chantre		Le Chantre	merveilles17_i_pie-ballard2
de_gan		De Gan	merveilles17_i_pie-ballard2
mercier		Mercier	merveilles17_i_pie-ballard2
louisxiv		Roy	merveilles17_i_pie-ballard2
louisxiv	organisation	Sa Majesté	merveilles17_i_pie-ballard2
saint_aignan	participant	de S. Aignan	merveilles17_i_pie-ballard2
anne_de_noailles	participant	de Noailles	merveilles17_i_pie-ballard2
louisxiv	participant	Roy	merveilles17_i_pie-ballard2
marie_therese		Reyne	merveilles17_i_pie-ballard2
louisxiv	participant	Roy	merveilles17_i_pie-ballard2
armand_du_cambout	participant	Marquis de Coaslin	merveilles17_i_pie-ballard2
charles_de_soyecourt	participant	Marquis de Soyecourt	merveilles17_i_pie-ballard2
saint_aignan	participant	Duc de S. Aignan	merveilles17_i_pie-ballard2
charles_de_soyecourt	participant	Marquis de Soyecourt	merveilles17_i_pie-ballard2
antoine_iii_de_gramont		Mareschal Duc de Grammont	merveilles17_i_pie-ballard2
louisxiv		Roy	merveilles17_i_pie-ballard2
moliere	auteur	de Moliere	merveilles17_i_pie-ballard2
saint_aignan	participant	Duc	merveilles17_i_pie-ballard2
charles_de_soyecourt	participant	Marquis	merveilles17_i_pie-ballard2
louisxiv		Roy	merveilles17_i_pie-ballard2
saint_aignan	auteur	Duc de S. Aignan	merveilles17_i_pie-ballard2
louisxiv		Roy	merveilles17_i_pie-ballard2
anne_d_autriche marie_therese		les Reynes	merveilles17_i_pie-ballard2
monsieur		Monsieur	merveilles17_i_pie-ballard2
madame		Madame	merveilles17_i_pie-ballard2
louisxiv		S. M.	merveilles17_i_pie-ballard2
marie_therese		la Reyne	merveilles17_i_pie-ballard2
louisxiv		Le Roy	merveilles17_i_pie-ballard2
louisxiv		Sa Majesté	merveilles17_i_pie-ballard2
saint_aignan		Duc de S. Aignan	merveilles17_i_pie-ballard2
louisxiv	organisation	Sa Majesté	merveilles17_i_pie-ballard2
moliere	auteur	le Sieur de Molliere	merveilles17_i_pie-ballard2
louisxiv		le Roy	merveilles17_i_pie-ballard2
louisxiv	organisation	le Roy	merveilles17_i_pie-ballard2
louisxiv		Sa Majesté	merveilles17_i_pie-ballard2
saint_aignan		Duc de S. Aignan	merveilles17_i_pie-ballard2
louisxiv		Sa Majesté	merveilles17_i_pie-ballard2
louisxiv		Roy	merveilles17_i_pie-ballard2
louisxiv		Sa Majesté	merveilles17_i_pie-ballard2
moliere	auteur	Sieur de Molliere	merveilles17_i_pie-ballard2
louisxiv		le Roy	merveilles17_i_pie-ballard2
colbert	organisation	Monsieur de Colbert	merveilles17_i_pie-ballard2
saint_aignan		Duc de S. Aignan	merveilles17_i_pie-ballard2
perigny	auteur	President de Perigny	merveilles17_i_pie-ballard2
anne_d_autriche marie_therese		Reynes	merveilles17_i_pie-ballard2
benserade	auteur	Monsieur de Bensserade	merveilles17_i_pie-ballard2
bontemps	organisation	Monsieur Bontemps	merveilles17_i_pie-ballard2
de_laynay	organisation	Monsieur de Launay	merveilles17_i_pie-ballard2
louisxiv		Roy	merveilles17_i_pie-ballard2
louisxiv		Sa Majesté	merveilles17_i_pie-ballard2
louisxiv	commanditaire	LE ROY	merveilles17_i_pie1673
marie_therese anne_d_autriche	destinataire	aux Reines	merveilles17_i_pie1673
louisxiv	organisation	le Roy	merveilles17_i_pie1673
louisxiv		Sa Majesté	merveilles17_i_pie1673
louisxiv		Roy	merveilles17_i_pie1673
vigarani	organisation	Monsieur de Vigarani	merveilles17_i_pie1673
louisxiv	commanditaire	le Roy	merveilles17_i_pie1673
saint_aignan	auteur	Duc de Saint Aignan	merveilles17_i_pie1673
arioste		l’Arioste	merveilles17_i_pie1673
desbardins	acteur	M. des Bardins	merveilles17_i_pie1673
louisxiv		Roy	merveilles17_i_pie1673
louisxiv		Sa Majesté	merveilles17_i_pie1673
louisxiv		Sa majesté	merveilles17_i_pie1673
perigny	auteur	Président de Perigny	merveilles17_i_pie1673
saint_aignan		Ducs de S. Aignan	merveilles17_i_pie1673
anne_de_noailles		de Noailles	merveilles17_i_pie1673
saint_aignan		S. Aignan	merveilles17_i_pie1673
anne_de_noailles		Duc de Noailles	merveilles17_i_pie1673
	musicien	Quatre Trompettes & deux Tymbaliers	merveilles17_i_pie1673
saint_aignan	acteur	duc de S. Aignan	merveilles17_i_pie1673
saint_aignan	acteur	DUC DE SAINT AIGNAN	merveilles17_i_pie1673
	musicien	Huit trompette & deux Tymballiers	merveilles17_i_pie1673
louisxiv	acteur	LE ROY	merveilles17_i_pie1673
louisxiv	acteur	Sa Majesté	merveilles17_i_pie1673
louisxiv	acteur	LE ROY	merveilles17_i_pie1673
anne_de_noailles	acteur	Duc de Noailles	merveilles17_i_pie1673
louisxiv		Roy	merveilles17_i_pie1673
anne_de_noailles	acteur	DUC DE NOAILLES	merveilles17_i_pie1673
henri_ii_de_guise	acteur	Duc de Guise	merveilles17_i_pie1673
henri_de_lorraine	acteur	Comte d’Armagnac	merveilles17_i_pie1673
henri_ii_de-guise	acteur	DUC DE GUISE	merveilles17_i_pie1673
henri_de_lorraine	acteur	COMTE D’ARMAGNAC	merveilles17_i_pie1673
jb_gaston_foix_candale	acteur	Ducs de Foix	merveilles17_i_pie1673
armand_du_cambout	acteur	de Coaslin	merveilles17_i_pie1673
jb_gaston_foix_candale	acteur	DUC DE FOIX	merveilles17_i_pie1673
armand_du_cambout	acteur	DUC DE COASLIN	merveilles17_i_pie1673
henri_de_daillon	acteur	Comte du Lude	merveilles17_i_pie1673
francois_vii_de_la_rochefoucauld	acteur	Prince de 	merveilles17_i_pie1673
francois_vii_de_la_rochefoucauld	acteur	Marsillac	merveilles17_i_pie1673
henri_de_daillon	acteur	COMTE DE LUDE	merveilles17_i_pie1673
francois_vii_de_la_rochefoucauld	acteur	PRINCE DE MARSILLAC	merveilles17_i_pie1673
louis_marie_aumont_rochebaron	acteur	Marquis de Villequier	merveilles17_i_pie1673
cm_de_belleforiere	acteur	de Soyecourt	merveilles17_i_pie1673
louis_marie_aumont_rochebaron	acteur	MARQUIS DE VILLEQUIER	merveilles17_i_pie1673
cm_de_belleforiere	acteur	MARQUIS DE SOYECOURT	merveilles17_i_pie1673
louis_crevant	acteur	Marquis d’Humiéres	merveilles17_i_pie1673
jf_de_labaume	acteur	de la Valliére	merveilles17_i_pie1673
louis_crevant	acteur	MARQUIS D’HUMIERES	merveilles17_i_pie1673
jf_de_labaume	acteur	MARQUIS DE LA VALLIERE	merveilles17_i_pie1673
hj_bourbon_conde	acteur	Monsieur le DUC	merveilles17_i_pie1673
hj_bourbon_conde	acteur	Monsieur le DUC	merveilles17_i_pie1673
millet	acteur	sieur Millet	merveilles17_i_pie1673
hj_bourbon_conde		Monsieur le Duc	merveilles17_i_pie1673
henri_ii_de_guise	acteur	Duc de Guise	merveilles17_i_pie1673
henri_de_lorraine	acteur	Comte d’Armagnac	merveilles17_i_pie1673
jb_gaston_foix_candale	acteur	Duc de Foix	merveilles17_i_pie1673
armand_du_cambout	acteur	duc de Coaslin	merveilles17_i_pie1673
henri_de_daillon	acteur	Comte du Lude	merveilles17_i_pie1673
francois_vii_de_la_rochefoucauld	acteur	Prince de Marsillac	merveilles17_i_pie1673
louis_marie_aumont_rochebaron	acteur	Marquis de Villequier	merveilles17_i_pie1673
cm_de_belleforiere	acteur	Marquis de Soyecourt	merveilles17_i_pie1673
louis_crevant	acteur	Marquis d’Humiéres	merveilles17_i_pie1673
jf_de_labaume	acteur	Marquis de la Valliére	merveilles17_i_pie1673
hj_bourbon_conde	acteur	Monsieur le DUC	merveilles17_i_pie1673
marie_therese anne_d_autriche		les Reines	merveilles17_i_pie1673
	musicien	Les Trompettes & les Tymballiers	merveilles17_i_pie1673
louisxiv		Le Roy	merveilles17_i_pie1673
hj_bourbon_conde		Monsieur le Duc	merveilles17_i_pie1673
louisxiv		Sa Majesté	merveilles17_i_pie1673
saint_aignan		Les Ducs de Saint Aignan	merveilles17_i_pie1673
anne_de_noailles		de Noailles	merveilles17_i_pie1673
mille_de_brie	acteur	Madelle de Brie	merveilles17_i_pie1673
marie_therese	destinataire	la Reine	merveilles17_i_pie1673
louisxiv	participant	le Roy	merveilles17_i_pie1673
henri_ii_de_guise	participant	Duc de Guise	merveilles17_i_pie1673
cm_de_belleforiere	participant	Marquis de Soyecourt	merveilles17_i_pie1673
jf_de_labaume	participant	de la Valliére	merveilles17_i_pie1673
anne_d_autriche		Reine Mere	merveilles17_i_pie1673
	musicien	trente-quatre Concertans	merveilles17_i_pie1673
louisxiv marie_therese anne_d_autriche		leurs Majestez	merveilles17_i_pie1673
therese_duparc	acteur	Madelle du Parc	merveilles17_i_pie1673
gros_rene	acteur	Sieur du Parc	merveilles17_i_pie1673
la_thorilliere	acteur	Sieur de la Thorilliére	merveilles17_i_pie1673
louis_bejart	acteur	Sieur Béjar	merveilles17_i_pie1673
	participant	quarante-huit personnes	merveilles17_i_pie1673
	musicien	Quatorze Concertans	merveilles17_i_pie1673
	convive	les Dames	merveilles17_i_pie1673
marie_therese		la Reine	merveilles17_i_pie1673
marie_therese	destinataire	REINE	merveilles17_i_pie1673
marie_therese	destinataire	REINE	merveilles17_i_pie1673
marie_therese	destinataire	REINE	merveilles17_i_pie1673
marie_therese	destinataire	LA REINE	merveilles17_i_pie1673
	musicien	Trente-six Violons	merveilles17_i_pie1673
	participant	Messieurs de la Marche	merveilles17_i_pie1673
	participant	Parfait Pere	merveilles17_i_pie1673
	participant	Frere	merveilles17_i_pie1673
	participant	Fils	merveilles17_i_pie1673
louisxiv marie_therese anne_d_autriche	convive	Leurs Majestez	merveilles17_i_pie1673
anne_d_autriche	convive	La Reine Mere	merveilles17_i_pie1673
louisxiv	convive	LE ROY	merveilles17_i_pie1673
elisabeth_orleans_alençon	convive	Mademoiselle d’Alençon	merveilles17_i_pie1673
maille_breze_conde	convive	Madame la Princesse	merveilles17_i_pie1673
marie_lorraine_elbeuf	convive	Mademoiselle d’Elbeuf	merveilles17_i_pie1673
beauvilliers_bethune	convive	Madame de Bethune	merveilles17_i_pie1673
lansac_crequi	convive	Madame la Duchesse de Crequy	merveilles17_i_pie1673
monsieur	convive	M O N S 1 E U R	merveilles17_i_pie1673
servien_saint_aignan	convive	Madame la Duchesse de Saint Aignan	merveilles17_i_pie1673
charron-du-plessis	convive	Madame la Maréchalle du Plessis	merveilles17_i_pie1673
choiseul_etampes	convive	Madame la Maréchalle d’Estampes	merveilles17_i_pie1673
gourdon	convive	Madame de Gourdon	merveilles17_i_pie1673
madame_montespan	convive	Madame de Montespan	merveilles17_i_pie1673
chatre_humieres	convive	Madame d’Humiéres	merveilles17_i_pie1673
marie_brancas	convive	Mademoiselle de Brancas	merveilles17_i_pie1673
marguerite_cambout_armagnac	convive	Madame d’Armagnac	merveilles17_i_pie1673
mancini_soissons	convive	Madame la Comtesse de Soissons	merveilles17_i_pie1673
louise_savoie_bade	convive	Madame la Princesse de Bade	merveilles17_i_pie1673
louise_rouxel_grancey	convive	Mademoiselle de Grançay	merveilles17_i_pie1673
maire_therese	convive	LA REINE	merveilles17_i_pie1673
marie_bourbon_carigan	convive	Madame de Carignan	merveilles17_i_pie1673
marie_bauffremont_fleix	convive	Madame de Flaix	merveilles17_i_pie1673
	convive	Madame la Duchesse de Foix	merveilles17_i_pie1673
	convive	Madame de Brancas	merveilles17_i_pie1673
angleique_baudeon_froulay	convive	Madame de Froulay	merveilles17_i_pie1673
baudean_parabere_navailles	convive	Madame la Duchesse de Navailles	merveilles17_i_pie1673
	convive	Mademoiselle d’Ardennes	merveilles17_i_pie1673
	convive	Mademoiselle de Cologon	merveilles17_i_pie1673
	convive	Madame de Crussol	merveilles17_i_pie1673
julie_montausier	convive	Madame de Montauzier	merveilles17_i_pie1673
madame	convive	MADAME	merveilles17_i_pie1673
	convive	Madame la Princesse Benedicte	merveilles17_i_pie1673
anne_baviere_conde	convive	Madame la Duchesse	merveilles17_i_pie1673
diane_budos_rouvroy	convive	Madame de Rouvroy	merveilles17_i_pie1673
anne_de_la_mothe_houdancourt	convive	Mademoiselle de la Mothe	merveilles17_i_pie1673
	convive	Madame de Marsé	merveilles17_i_pie1673
louise_la_valliere	convive	Mademoiselle de la Valliére	merveilles17_i_pie1673
madeleine_du_gast_d_artigny	convive	Mademoiselle d’Artigny	merveilles17_i_pie1673
	convive	Mademoiselle du Bellay	merveilles17_i_pie1673
	convive	Mademoiselle de Dampierre	merveilles17_i_pie1673
	convive	Mademoiselle de Fiennes	merveilles17_i_pie1673
louisxiv marie_therese anne_d_autriche		leurs Majestez	merveilles17_i_pie1673
louisxiv marie_therese anne_d_autriche		Leurs Majestez	merveilles17_i_pie1673
marie_therese	destinataire	la Reine	merveilles17_i_pie1673
louisxiv	spectateur	Sa Majesté	merveilles17_i_pie1673
louisxiv	organisation	Le Roy	merveilles17_i_pie1673
hilaire_dupuis	acteur	Mademoiselle Hilaire	merveilles17_i_pie1673
moliere	acteur	Sieur de Moliére	merveilles17_i_pie1673
estival	chanteur	Sieurs Estival	merveilles17_i_pie1673
louis_don	chanteur	Don	merveilles17_i_pie1673
francois_blondel	chanteur	Blondel	merveilles17_i_pie1673
armande_bejart	acteur	Mademoiselle de Moliére	merveilles17_i_pie1673
therese_duparc	chanteur	Mademoiselle du Parc	merveilles17_i_pie1673
mlle_de_brie	chanteur	Mademoiselle de Brie	merveilles17_i_pie1673
madeleine_bejart	chanteur	Mademoiselle Béjar	merveilles17_i_pie1673
andre_hubert	chanteur	Le Sieur Hubert	merveilles17_i_pie1673
la_grange	chanteur	Le Sieur de la Grange	merveilles17_i_pie1673
du_croisy	chanteur	Le Sieur du Croisy	merveilles17_i_pie1673
louis_bejart	chanteur	Le Sieur Bejart	merveilles17_i_pie1673
la_thorilliere	chanteur	Le Sieur de la Thorilliére	merveilles17_i_pie1673
moliere	chanteur	Le Sieur de Moliére	merveilles17_i_pie1673
marin_prevost	chanteur	Le Sieur Prevost	merveilles17_i_pie1673
moliere	chanteur	Sieur de Moliére	merveilles17_i_pie1673
chicanneau	danseur	Sieurs Chicanneau	merveilles17_i_pie1673
balthazard_martinot	danseur	Baltazard	merveilles17_i_pie1673
noblet	danseur	Noblet	merveilles17_i_pie1673
bonard	danseur	Bonard	merveilles17_i_pie1673
manceau	danseur	Manceau	merveilles17_i_pie1673
magny	danseur	Magny	merveilles17_i_pie1673
la_pierre	danseur	la Pierre	merveilles17_i_pie1673
moliere	auteur	l’Autheur	merveilles17_i_pie1673
louisxiv	commanditaire	Roy	merveilles17_i_pie1673
le_gros	chanteur danseur	Sieurs le Gros	merveilles17_i_pie1673
estival	chanteur danseur	Estival	merveilles17_i_pie1673
louis_don	chanteur danseur	Don	merveilles17_i_pie1673
francois_blondel	chanteur danseur	Blondel	merveilles17_i_pie1673
mlle_de_la_barre	chanteur danseur	Madelle de la Barre	merveilles17_i_pie1673
hilaire_dupuis	chanteur danseur	Madelle Hilaire	merveilles17_i_pie1673
	musicien	Trente Violons	merveilles17_i_pie1673
	musicien	six autres concertans de Clavessins & de Theorbes	merveilles17_i_pie1673
jean_henri_d_anglebert	musicien	sieurs Danglebert	merveilles17_i_pie1673
richard	musicien	Richard	merveilles17_i_pie1673
leonard_itier	musicien	Itier	merveilles17_i_pie1673
joseph_chabanceau_la_barre	musicien	La Barre le cadet	merveilles17_i_pie1673
tissu	musicien	Tissu	merveilles17_i_pie1673
le_moine	musicien	le Moine	merveilles17_i_pie1673
chicanneau	danseur	les Sieurs Chicanneau	merveilles17_i_pie1673
du_pron	danseur	du Pron	merveilles17_i_pie1673
noblet	danseur	Noblet	merveilles17_i_pie1673
		la Pierre	merveilles17_i_pie1673
balthazard_martinot	danseur	les Sieurs Baltazard	merveilles17_i_pie1673
magny	danseur	Magny	merveilles17_i_pie1673
arnald	danseur	Arnald	merveilles17_i_pie1673
bonard	danseur	Bonard	merveilles17_i_pie1673
louisxiv marie_therese anne_d_autriche	spectateur	Leurs Majestez	merveilles17_i_pie1673
	musicien	Violons	merveilles17_i_pie1673
	musicien	Trompettes	merveilles17_i_pie1673
	musicien	Tymballiers	merveilles17_i_pie1673
anne_d_autriche	destinataire	Reine Mere	merveilles17_i_pie1673
therese_duparc	acteur	Mademoiselle du Parc	merveilles17_i_pie1673
mlle_de_brie	acteur	Mademoiselle de Brie	merveilles17_i_pie1673
armande_bejart	acteur	Mademoiselle Moliére	merveilles17_i_pie1673
manceau	danseur acteur	Les sieurs Manceau	merveilles17_i_pie1673
vagnard	danseur acteur	Vagnard	merveilles17_i_pie1673
pesan	danseur acteur	Pesan	merveilles17_i_pie1673
joubert	danseur acteur	Joubert	merveilles17_i_pie1673
des_airs_fils1 des_airs_fils2	danseur acteur	Les deux petits Des-Airs	merveilles17_i_pie1673
vangnard_fils	danseur acteur	le petit Vagnard	merveilles17_i_pie1673
tutin_fils	danseur acteur	le petit Tutin	merveilles17_i_pie1673
d_heureux	danseur acteur	Messieurs d’Heureux	merveilles17_i_pie1673
beauchamp	danseur acteur	Beauchamp	merveilles17_i_pie1673
molier	danseur acteur	Molier	merveilles17_i_pie1673
la_marre	danseur acteur	La Marre	merveilles17_i_pie1673
le_chantre	danseur acteur	Les sieurs le Chantre	merveilles17_i_pie1673
de_gan	danseur acteur	de Gan	merveilles17_i_pie1673
du_pron	danseur acteur	Du Pron	merveilles17_i_pie1673
mercier	danseur acteur	Mercier	merveilles17_i_pie1673
de_souville	danseur acteur	Messieurs de Souville	merveilles17_i_pie1673
raynal	danseur acteur	Raynal	merveilles17_i_pie1673
des_airs_l_aine	danseur acteur	Des-Airs l’aisné	merveilles17_i_pie1673
des_airs_le_second	danseur acteur	Des-Airs le second	merveilles17_i_pie1673
de_lorge	danseur acteur	de Lorge	merveilles17_i_pie1673
balthazard_martinot	danseur acteur	Balthasard	merveilles17_i_pie1673
chicanneau	danseur acteur	Les sieurs Chicanneau	merveilles17_i_pie1673
noblet	danseur acteur	Noblet	merveilles17_i_pie1673
arnald	danseur acteur	Arnald	merveilles17_i_pie1673
desbrosses	danseur acteur	Desbrosses	merveilles17_i_pie1673
desonnets	danseur acteur	Desonets	merveilles17_i_pie1673
la_pierre	danseur acteur	la Pierre	merveilles17_i_pie1673
saint_andre	danseur acteur	Les sieurs Saint-André	merveilles17_i_pie1673
magny	danseur acteur	Magny	merveilles17_i_pie1673
tutin	danseur acteur	Les sieurs Tutin	merveilles17_i_pie1673
la_brodiere	danseur acteur	La Brodiére	merveilles17_i_pie1673
pesan	danseur acteur	Pesan	merveilles17_i_pie1673
bureau	danseur acteur	Bureau	merveilles17_i_pie1673
therese_duparc	danseur acteur	Mademoiselle du Parc	merveilles17_i_pie1673
mlle_de_lorge	danseur acteur	M. de Lorge	merveilles17_i_pie1673
beauchamp	danseur acteur	M. Beauchamp	merveilles17_i_pie1673
d_heureux	danseur acteur	Messieurs d’Heureux	merveilles17_i_pie1673
raynal	danseur acteur	Raynal	merveilles17_i_pie1673
du_pron	danseur acteur	du Pron	merveilles17_i_pie1673
desbrosses	danseur acteur	Desbrosses	merveilles17_i_pie1673
la_marre	danseur acteur	Messieurs la Marre	merveilles17_i_pie1673
le_chantre	danseur acteur	le Chantre	merveilles17_i_pie1673
de_gan	danseur acteur	De Gan	merveilles17_i_pie1673
mercier	danseur acteur	Mercier	merveilles17_i_pie1673
louisxiv		Roy	merveilles17_i_pie1673
louisxiv	organisation	Sa Majesté	merveilles17_i_pie1673
louisxiv	participant	le Roy	merveilles17_i_pie1673
saint_aignan	participant	les Ducs de Saint Aignan	merveilles17_i_pie1673
anne_de_noailles	participant	de Noailles	merveilles17_i_pie1673
louisxiv	participant	Roy	merveilles17_i_pie1673
marie_therese		la Reine	merveilles17_i_pie1673
louisxiv	participant	le Roy	merveilles17_i_pie1673
armand_du_cambout	participant	le Marquis de Coastin	merveilles17_i_pie1673
cmde_belleforiere	participant	Marquis de Soyecourt	merveilles17_i_pie1673
saint_aignan	participant	Duc de Saint Aignan	merveilles17_i_pie1673
cm_de_belleforiere	participant	Marquis de Soyecourt	merveilles17_i_pie1673
antoine_iii_de_gramont	participant	Maréchal Duc de Grammont	merveilles17_i_pie1673
louisxiv		Le Roy	merveilles17_i_pie1673
louisxiv	organisation	Sa Majesté	merveilles17_i_pie1673
moliere	auteur	sieur de Molliére	merveilles17_i_pie1673
saint_aignan	participant	le Duc	merveilles17_i_pie1673
cm_de_belleforiere	participant	ce Marquis	merveilles17_i_pie1673
louisxiv		le Roy	merveilles17_i_pie1673
saint_aignan	auteur	Le Duc de Saint Aignan	merveilles17_i_pie1673
louisxiv		le Roy	merveilles17_i_pie1673
marie_therese anne_d_autriche		les Reines	merveilles17_i_pie1673
monsieur		Monsieur	merveilles17_i_pie1673
madame		Madame	merveilles17_i_pie1673
		les Dames	merveilles17_i_pie1673
louisxiv		S. M.	merveilles17_i_pie1673
marie_therese		la Reine	merveilles17_i_pie1673
louisxiv		Le Roy	merveilles17_i_pie1673
louisxiv		Sa Majesté	merveilles17_i_pie1673
saint_aignan	participant	Duc de Saint Aignan	merveilles17_i_pie1673
louisxiv	organisation	Sa Majesté	merveilles17_i_pie1673
moliere	auteur	sieur de Molliére	merveilles17_i_pie1673
louisxiv		le Roy	merveilles17_i_pie1673
moliere	auteur	l’Auteur	merveilles17_i_pie1673
louisxiv		Sa Majesté	merveilles17_i_pie1673
louisxiv	organisation	le Roy	merveilles17_i_pie1673
louisxiv		Sa Majesté	merveilles17_i_pie1673
saint_aignan		Duc de Saint Aignan	merveilles17_i_pie1673
louisxiv		Sa Majesté	merveilles17_i_pie1673
louisxiv		Roy	merveilles17_i_pie1673
louisxiv		Sa Majesté	merveilles17_i_pie1673
moliere	auteur	sieur de Molliére	merveilles17_i_pie1673
louisxiv		le Roy	merveilles17_i_pie1673
colbert	organisation	Monsieur Colbert	merveilles17_i_pie1673
saint_aignan	organisation	Duc de Saint Aignant	merveilles17_i_pie1673
perigny	auteur	Président de Perigny	merveilles17_i_pie1673
marie_therese anne_d_autriche	destinataire	Reines	merveilles17_i_pie1673
benserades	auteur	Monsieur de Bensserade	merveilles17_i_pie1673
bontemps	organisation	Monsieur Bontemps	merveilles17_i_pie1673
de_launay	organisation	Monsieur de Launay	merveilles17_i_pie1673
louisxiv		Roy	merveilles17_i_pie1673
louisxiv		Sa Majesté	merveilles17_i_pie1673
jean_guignard_fils	imprimeur	IEAN GVIGNARD fils	merveilles17_i_pieguignard1668_001
louisxiv	commanditaire	LE ROY	merveilles17_i_pieguignard1668_001
marie_therese anne_d_autriche	destinataire	Reines	merveilles17_i_pieguignard1668_001
louisxiv	organisation	le Roy	merveilles17_i_pieguignard1668_001
louisxiv		sa Majesté	merveilles17_i_pieguignard1668_001
louisxiv		Roy	merveilles17_i_pieguignard1668_001
vigarani	organisation	Monsieur de Vigarani	merveilles17_i_pieguignard1668_001
		le Roy	merveilles17_i_pieguignard1668_001
saint_aignan	auteur	Duc de S. Aignan	merveilles17_i_pieguignard1668_001
arioste		Arioste	merveilles17_i_pieguignard1668_001
desbardins	acteur	M. des Bardins	merveilles17_i_pieguignard1668_001
louisxiv		Roy	merveilles17_i_pieguignard1668_001
artagnan	acteur	Mr. d’Artagnan	merveilles17_i_pieguignard1668_001
louisxiv		sa Majesté	merveilles17_i_pieguignard1668_001
louisxiv		sa Majesté	merveilles17_i_pieguignard1668_001
perigny	auteur	President de Perigny	merveilles17_i_pieguignard1668_001
saint_aignan		Ducs de S. Aignan	merveilles17_i_pieguignard1668_001
anne_de_noailles		de Noailles	merveilles17_i_pieguignard1668_001
saint_aignan		Duc de S. Aignan	merveilles17_i_pieguignard1668_001
anne_de_noailles		Duc de Noailles	merveilles17_i_pieguignard1668_001
	musicien	Quatre Trompettes	merveilles17_i_pieguignard1668_001
	musicien	deux Tymballiers	merveilles17_i_pieguignard1668_001
saint_aignan	acteur	Le Duc de S.Aignan	merveilles17_i_pieguignard1668_001
saint_aignan	acteur	le Duc de S. Aignan	merveilles17_i_pieguignard1668_001
	musicien	Huict Trompettes	merveilles17_i_pieguignard1668_001
	musicien	deux Tymbaliers	merveilles17_i_pieguignard1668_001
louisxiv	acteur	LE ROY	merveilles17_i_pieguignard1668_001
louisxiv	acteur	Sa Majesté	merveilles17_i_pieguignard1668_001
louisxiv	acteur	le ROY	merveilles17_i_pieguignard1668_001
anne_de_noailles	acteur	Le Duc de Noailles	merveilles17_i_pieguignard1668_001
		le Roy	merveilles17_i_pieguignard1668_001
anne_de_noailles	acteur	Le Duc de Noailles	merveilles17_i_pieguignard1668_001
henri_ii_de_guise	acteur	Le Duc de Guise	merveilles17_i_pieguignard1668_001
